Player,Pos,Squad,Age,90s,Sh,SoT,SoT/90,Primary_Position,Position_Group,Player_ID,IQR_Lower_Bound,IQR_Upper_Bound,Potential_Outlier
Amer Jamous,MF,jo Jordan,23,0.2,0,0,0.0,MF,Midfielder,PL0263,-0.96,1.6,False
Ardon Jashari,MF,ch Switzerland,23,0.8,2,0,0.0,MF,Midfielder,PL0264,-0.96,1.6,False
Ali Jasim,MF,iq Iraq,22,1.4,4,1,0.7,MF,Midfielder,PL0265,-0.96,1.6,False
Danley Jean-Jacques,MF,ht Haiti,26,2.9,0,0,0.0,MF,Midfielder,PL0266,-0.96,1.6,False
Eom Ji-sung,MF,kr Korea Republic,24,0.5,0,0,0.0,MF,Midfielder,PL0267,-0.96,1.6,False
Raúl Jiménez,FW,mx Mexico,35,3.5,18,7,1.99,FW,Forward,PL0268,-1.8824999999999998,3.1374999999999997,False
Kim Jin-gyu,MF,kr Korea Republic,29,0.6,1,0,0.0,MF,Midfielder,PL0269,-0.96,1.6,False
Frenkie de Jong,MF,nl Netherlands,29,3.6,1,0,0.0,MF,Midfielder,PL0270,-0.96,1.6,False
Lenny Joseph,FW,ht Haiti,25,1.3,2,0,0.0,FW,Forward,PL0271,-1.8824999999999998,3.1374999999999997,False
Edmilson Junior,"MF,FW",qa Qatar,31,2.3,3,2,0.86,MF,Midfielder,PL0272,-0.96,1.6,False
Vinicius Júnior,FW,br Brazil,25,4.9,17,11,2.25,FW,Forward,PL0273,-1.8824999999999998,3.1374999999999997,False
Elijah Just,MF,nz New Zealand,26,2.9,7,5,1.7,MF,Midfielder,PL0274,-0.96,1.6,True
Musab Al Juwayr,"MF,FW",sa Saudi Arabia,22,1.7,0,0,0.0,MF,Midfielder,PL0275,-0.96,1.6,False
Ayoub El Kaabi,FW,ma Morocco,32,0.8,3,2,2.61,FW,Forward,PL0276,-1.8824999999999998,3.1374999999999997,False
Kaku,MF,py Paraguay,31,0.1,0,0,0.0,MF,Midfielder,PL0277,-0.96,1.6,False
Saša Kalajdži?,FW,at Austria,28,0.9,4,1,1.17,FW,Forward,PL0278,-1.8824999999999998,3.1374999999999997,False
Daichi Kamada,MF,jp Japan,29,3.7,3,2,0.55,MF,Midfielder,PL0279,-0.96,1.6,False
Harry Kane,FW,eng England,32,7.2,23,12,1.66,FW,Forward,PL0280,-1.8824999999999998,3.1374999999999997,False
Lee Kang-in,FW,kr Korea Republic,25,3.0,4,1,0.33,FW,Forward,PL0281,-1.8824999999999998,3.1374999999999997,False
Mohamed Kanno,MF,sa Saudi Arabia,31,2.5,3,2,0.8,MF,Midfielder,PL0282,-0.96,1.6,False
Jesper Karlström,MF,se Sweden,30,1.5,1,0,0.0,MF,Midfielder,PL0283,-0.96,1.6,False
Gervane Kastaneer,"FW,MF",cw Curaçao,30,0.3,1,0,0.0,FW,Forward,PL0284,-1.8824999999999998,3.1374999999999997,False
Edo Kayembe,MF,cd Congo DR,28,1.8,2,1,0.56,MF,Midfielder,PL0285,-0.96,1.6,False
Franck Kessié,MF,ci Côte d'Ivoire,29,3.8,4,2,0.52,MF,Midfielder,PL0286,-0.96,1.6,False
Abdullah Al-Khaibari,MF,sa Saudi Arabia,29,2.0,1,0,0.0,MF,Midfielder,PL0287,-0.96,1.6,False
Dostonbek Khamdamov,MF,uz Uzbekistan,29,1.1,2,0,0.0,MF,Midfielder,PL0288,-0.96,1.6,False
Bilal El Khannouss,"MF,FW",ma Morocco,22,5.1,6,4,0.78,MF,Midfielder,PL0289,-0.96,1.6,False
Rani Khedira,MF,tn Tunisia,32,1.7,1,0,0.0,MF,Midfielder,PL0290,-0.96,1.6,False
Justin Kluivert,"FW,MF",nl Netherlands,27,0.3,0,0,0.0,FW,Forward,PL0291,-1.8824999999999998,3.1374999999999997,False
Orkun Kökçü,MF,tr Türkiye,25,1.7,3,0,0.0,MF,Midfielder,PL0292,-0.96,1.6,False
Ismaël Koné,MF,ca Canada,23,1.6,2,0,0.0,MF,Midfielder,PL0293,-0.96,1.6,False
Manu Koné,MF,fr France,25,4.3,6,2,0.47,MF,Midfielder,PL0294,-0.96,1.6,False
Mateo Kova?i?,MF,hr Croatia,32,3.0,5,4,1.33,MF,Midfielder,PL0295,-0.96,1.6,False
Andrej Kramari?,"FW,MF",hr Croatia,34,0.7,1,0,0.0,FW,Forward,PL0296,-1.8824999999999998,3.1374999999999997,False
Takefusa Kubo,MF,jp Japan,25,0.8,1,0,0.0,MF,Midfielder,PL0297,-0.96,1.6,False
Prince Kwabena Adu,FW,gh Ghana,22,0.4,1,1,2.31,FW,Forward,PL0298,-1.8824999999999998,3.1374999999999997,False
Konrad Laimer,"MF,DF",at Austria,29,4.0,1,0,0.0,MF,Midfielder,PL0299,-0.96,1.6,False
Noa Lang,"FW,MF",nl Netherlands,26,0.1,0,0,0.0,FW,Forward,PL0300,-1.8824999999999998,3.1374999999999997,False
Cyle Larin,FW,ca Canada,31,2.1,9,4,1.89,FW,Forward,PL0301,-1.8824999999999998,3.1374999999999997,False
Mohanad Lasheen,MF,eg Egypt,30,4.0,2,0,0.0,MF,Midfielder,PL0302,-0.96,1.6,False
Issa Laye,"MF,DF",qa Qatar,28,3.0,1,0,0.0,MF,Midfielder,PL0303,-0.96,1.6,False
Rafael Leão,MF,pt Portugal,27,1.8,4,1,0.57,MF,Midfielder,PL0304,-0.96,1.6,False
Mathew Leckie,MF,au Australia,35,0.7,1,0,0.0,MF,Midfielder,PL0305,-0.96,1.6,False
Jefferson Lerma,MF,co Colombia,31,4.6,5,1,0.22,MF,Midfielder,PL0306,-0.96,1.6,False
Jamie Leweling,"FW,MF",de Germany,25,0.3,1,0,0.0,FW,Forward,PL0307,-1.8824999999999998,3.1374999999999997,False
Erik Lira,MF,mx Mexico,26,3.8,0,0,0.0,MF,Midfielder,PL0308,-0.96,1.6,False
Dailon Livramento,FW,cv Cabo Verde,25,1.9,1,0,0.0,FW,Forward,PL0309,-1.8824999999999998,3.1374999999999997,False
Giovani Lo Celso,MF,ar Argentina,30,0.7,1,1,1.53,MF,Midfielder,PL0310,-0.96,1.6,False
Jürgen Locadia,FW,cw Curaçao,32,2.6,1,0,0.0,FW,Forward,PL0311,-1.8824999999999998,3.1374999999999997,False
Azarías Londoño,MF,pa Panama,24,0.6,1,0,0.0,MF,Midfielder,PL0312,-0.96,1.6,False
Flaco López,FW,ar Argentina,25,0.2,1,0,0.0,FW,Forward,PL0313,-1.8824999999999998,3.1374999999999997,False
José Luis Rodríguez,"MF,FW",pa Panama,27,2.6,3,1,0.39,MF,Midfielder,PL0314,-0.96,1.6,False
Romelu Lukaku,FW,be Belgium,33,2.6,6,3,1.16,FW,Forward,PL0315,-1.8824999999999998,3.1374999999999997,False
Dodi Lukebakio,MF,be Belgium,28,1.8,7,1,0.55,MF,Midfielder,PL0316,-0.96,1.6,False
Jovo Luki?,FW,ba Bosnia–Herz,27,0.7,3,2,2.69,FW,Forward,PL0317,-1.8824999999999998,3.1374999999999997,False
Awer Mabil,"FW,MF",au Australia,30,0.3,1,0,0.0,FW,Forward,PL0318,-1.8824999999999998,3.1374999999999997,False
Alexis Mac Allister,MF,ar Argentina,27,8.3,13,4,0.48,MF,Midfielder,PL0319,-0.96,1.6,False
Shuto Machino,FW,jp Japan,26,0.1,0,0,0.0,FW,Forward,PL0320,-1.8824999999999998,3.1374999999999997,False
Assim Madibo,MF,qa Qatar,29,1.5,0,0,0.0,MF,Midfielder,PL0321,-0.96,1.6,False
Noni Madueke,MF,eng England,24,3.2,6,1,0.31,MF,Midfielder,PL0322,-0.96,1.6,False
Daizen Maeda,MF,jp Japan,28,2.7,2,1,0.37,MF,Midfielder,PL0323,-0.96,1.6,False
Ermin Mahmi?,MF,ba Bosnia–Herz,21,0.8,4,2,2.65,MF,Midfielder,PL0324,-0.96,1.6,True
Hadj Mahmoud,MF,tn Tunisia,26,0.5,0,0,0.0,MF,Midfielder,PL0325,-0.96,1.6,False
Riyad Mahrez,MF,dz Algeria,35,2.9,6,3,1.03,MF,Midfielder,PL0326,-0.96,1.6,False
Evidence Makgopa,FW,za South Africa,26,2.4,4,3,1.26,FW,Forward,PL0327,-1.8824999999999998,3.1374999999999997,False
Donyell Malen,FW,nl Netherlands,27,2.1,4,2,0.97,FW,Forward,PL0328,-1.8824999999999998,3.1374999999999997,False
Sadio Mané,"MF,FW",sn Senegal,34,4.0,6,3,0.75,MF,Midfielder,PL0329,-0.96,1.6,False
Johan Manzambi,"MF,FW",ch Switzerland,20,2.2,6,3,1.36,MF,Midfielder,PL0330,-0.96,1.6,False
Mahmoud Al-Mardi,MF,jo Jordan,32,1.4,1,1,0.69,MF,Midfielder,PL0331,-0.96,1.6,False
Jearl Margaritha,"FW,MF",cw Curaçao,26,0.5,1,0,0.0,FW,Forward,PL0332,-1.8824999999999998,3.1374999999999997,False
Omar Marmoush,"FW,MF",eg Egypt,27,3.6,11,1,0.28,FW,Forward,PL0333,-1.8824999999999998,3.1374999999999997,False
Gabriel Martinelli,MF,br Brazil,24,1.6,2,1,0.63,MF,Midfielder,PL0334,-0.96,1.6,False
Guillermo Martínez Ayala,FW,mx Mexico,31,0.8,0,0,0.0,FW,Forward,PL0335,-1.8824999999999998,3.1374999999999997,False
Cristian Martínez,"MF,FW",pa Panama,29,2.7,1,0,0.0,MF,Midfielder,PL0336,-0.96,1.6,False
Lautaro Martínez,FW,ar Argentina,28,3.4,10,4,1.16,FW,Forward,PL0337,-1.8824999999999998,3.1374999999999997,False
Thapelo Maseko,"MF,FW",za South Africa,22,2.7,8,1,0.37,MF,Midfielder,PL0338,-0.96,1.6,False
Hazem Mastouri,FW,tn Tunisia,28,1.0,3,2,2.02,FW,Forward,PL0339,-1.8824999999999998,3.1374999999999997,False
Igor Matanovi?,FW,hr Croatia,23,1.1,4,2,1.89,FW,Forward,PL0340,-1.8824999999999998,3.1374999999999997,False
Pape Matar Sarr,MF,sn Senegal,23,0.7,4,0,0.0,MF,Midfielder,PL0341,-0.96,1.6,False
Jean-Philippe Mateta,FW,fr France,28,0.3,3,1,3.75,FW,Forward,PL0342,-1.8824999999999998,3.1374999999999997,True
Mauricio,MF,py Paraguay,25,1.9,4,3,1.56,MF,Midfielder,PL0343,-0.96,1.6,False
Fiston Mayele,FW,cd Congo DR,31,0.5,5,1,2.14,FW,Forward,PL0344,-1.8824999999999998,3.1374999999999997,False
Ibrahim Maza,"MF,FW",dz Algeria,20,3.9,11,3,0.77,MF,Midfielder,PL0345,-0.96,1.6,False
Kylian Mbappé,FW,fr France,27,7.7,41,23,2.98,FW,Forward,PL0346,-1.8824999999999998,3.1374999999999997,False
Thalente Mbatha,MF,za South Africa,26,2.9,4,1,0.35,MF,Midfielder,PL0347,-0.96,1.6,False
Ibrahim Mbaye,MF,sn Senegal,18,1.7,4,1,0.57,MF,Midfielder,PL0348,-0.96,1.6,False
Nathanaël Mbuku,"MF,FW",cd Congo DR,24,1.6,3,2,1.26,MF,Midfielder,PL0349,-0.96,1.6,False
Callum McCowatt,MF,nz New Zealand,27,1.8,4,3,1.7,MF,Midfielder,PL0350,-0.96,1.6,True
John McGinn,MF,sct Scotland,31,2.9,3,1,0.35,MF,Midfielder,PL0351,-0.96,1.6,False
Weston McKennie,MF,us USA,27,4.9,5,1,0.2,MF,Midfielder,PL0352,-0.96,1.6,False
Kenny McLean,MF,sct Scotland,34,1.3,1,0,0.0,MF,Midfielder,PL0353,-0.96,1.6,False
Scott McTominay,MF,sct Scotland,29,3.0,8,3,1.0,MF,Midfielder,PL0354,-0.96,1.6,False
Hannibal Mejbri,MF,tn Tunisia,23,3.0,3,1,0.33,MF,Midfielder,PL0355,-0.96,1.6,False
Amar Memi?,MF,ba Bosnia–Herz,25,2.5,3,1,0.4,MF,Midfielder,PL0356,-0.96,1.6,False
Memphis,"FW,MF",nl Netherlands,32,0.6,0,0,0.0,FW,Forward,PL0357,-1.8824999999999998,3.1374999999999997,False
Sultan Mendash,MF,sa Saudi Arabia,31,0.7,0,0,0.0,MF,Midfielder,PL0358,-0.96,1.6,False
Ryan Mendes,"FW,MF",cv Cabo Verde,36,3.7,6,0,0.0,FW,Forward,PL0359,-1.8824999999999998,3.1374999999999997,False
Mikel Merino,MF,es Spain,29,2.2,5,3,1.36,MF,Midfielder,PL0360,-0.96,1.6,False
Lionel Messi,FW,ar Argentina,38,8.2,35,18,2.19,FW,Forward,PL0361,-1.8824999999999998,3.1374999999999997,False
Connor Metcalfe,MF,au Australia,26,3.5,5,2,0.57,MF,Midfielder,PL0362,-0.96,1.6,False
Liam Millar,MF,ca Canada,26,1.8,1,0,0.0,MF,Midfielder,PL0363,-0.96,1.6,False
Alan Minda,MF,ec Ecuador,23,0.6,2,0,0.0,MF,Midfielder,PL0364,-0.96,1.6,False
Luka Modri?,MF,hr Croatia,40,3.5,1,0,0.0,MF,Midfielder,PL0365,-0.96,1.6,False
Relebohile Mofokeng,MF,za South Africa,21,1.9,3,1,0.53,MF,Midfielder,PL0366,-0.96,1.6,False
Shahriar Moghanlou,FW,ir IR Iran,31,1.0,3,0,0.0,FW,Forward,PL0367,-1.8824999999999998,3.1374999999999997,False
Mohammad Mohebi,MF,ir IR Iran,27,2.7,2,1,0.37,MF,Midfielder,PL0368,-0.96,1.6,False
Teboho Mokoena,MF,za South Africa,29,3.0,4,2,0.67,MF,Midfielder,PL0369,-0.96,1.6,False
Jamiro Monteiro,MF,cv Cabo Verde,32,3.1,5,1,0.32,MF,Midfielder,PL0370,-0.96,1.6,False
Kim Moon-hwan,MF,kr Korea Republic,30,0.8,0,0,0.0,MF,Midfielder,PL0371,-0.96,1.6,False
Gilberto Mora,MF,mx Mexico,17,2.4,5,0,0.0,MF,Midfielder,PL0372,-0.96,1.6,False
Diego Moreira,MF,be Belgium,21,0.6,0,0,0.0,MF,Midfielder,PL0373,-0.96,1.6,False
Tshepang Moremi,MF,za South Africa,25,0.4,0,0,0.0,MF,Midfielder,PL0374,-0.96,1.6,False
Samir El Mourabet,MF,ma Morocco,20,0.9,0,0,0.0,MF,Midfielder,PL0375,-0.96,1.6,False
Samuel Moutoussamy,MF,cd Congo DR,29,3.7,3,0,0.0,MF,Midfielder,PL0376,-0.96,1.6,False
Akmal Mozgovoy,MF,uz Uzbekistan,27,2.4,1,0,0.0,MF,Midfielder,PL0377,-0.96,1.6,False
Ngal'Ayel Mukau,MF,cd Congo DR,21,2.2,1,0,0.0,MF,Midfielder,PL0378,-0.96,1.6,False
Petar Musa,FW,hr Croatia,28,1.2,1,1,0.82,FW,Forward,PL0379,-1.8824999999999998,3.1374999999999997,False
Jamal Musiala,MF,de Germany,23,3.0,6,1,0.33,MF,Midfielder,PL0380,-0.96,1.6,False
Keito Nakamura,MF,jp Japan,25,3.4,5,2,0.59,MF,Midfielder,PL0381,-0.96,1.6,False
Duckens Nazon,"FW,MF",ht Haiti,32,0.3,1,1,3.75,FW,Forward,PL0382,-1.8824999999999998,3.1374999999999997,True
Iliman Ndiaye,FW,sn Senegal,26,1.3,3,2,1.58,FW,Forward,PL0383,-1.8824999999999998,3.1374999999999997,False
Dan Ndoye,"MF,FW",ch Switzerland,25,4.5,16,8,1.77,MF,Midfielder,PL0384,-0.96,1.6,True
Pedro Neto,MF,pt Portugal,26,3.9,1,0,0.0,MF,Midfielder,PL0385,-0.96,1.6,False
João Neves,MF,pt Portugal,21,4.3,3,1,0.23,MF,Midfielder,PL0386,-0.96,1.6,False
Rúben Neves,MF,pt Portugal,29,0.6,2,0,0.0,MF,Midfielder,PL0387,-0.96,1.6,False
Neymar,"FW,MF",br Brazil,34,0.4,3,2,4.62,FW,Forward,PL0388,-1.8824999999999998,3.1374999999999997,True
Felix Nmecha,MF,de Germany,25,3.0,8,3,1.0,MF,Midfielder,PL0389,-0.96,1.6,False
Tyrese Noslin,MF,cw Curaçao,23,0.2,0,0,0.0,MF,Midfielder,PL0390,-0.96,1.6,False
Ernest Nuamah,MF,gh Ghana,22,1.0,0,0,0.0,MF,Midfielder,PL0391,-0.96,1.6,False
Darwin Núñez,FW,uy Uruguay,26,1.7,2,0,0.0,FW,Forward,PL0392,-1.8824999999999998,3.1374999999999997,False
Antonio Nusa,FW,no Norway,21,3.5,6,2,0.57,FW,Forward,PL0393,-1.8824999999999998,3.1374999999999997,False
Benjamin Nygren,MF,se Sweden,24,1.4,1,0,0.0,MF,Midfielder,PL0394,-0.96,1.6,False
Aiden O'Neill,MF,au Australia,27,4.0,2,0,0.0,MF,Midfielder,PL0395,-0.96,1.6,False
K?ki Ogawa,FW,jp Japan,28,0.5,3,0,0.0,FW,Forward,PL0396,-1.8824999999999998,3.1374999999999997,False
Braian Ojeda,MF,py Paraguay,25,0.2,0,0,0.0,MF,Midfielder,PL0397,-0.96,1.6,False
Noah Okafor,"FW,MF",ch Switzerland,26,0.2,1,0,0.0,FW,Forward,PL0398,-1.8824999999999998,3.1374999999999997,False
Paul Okon-Engstler,MF,au Australia,21,2.2,0,0,0.0,MF,Midfielder,PL0399,-0.96,1.6,False
Ben Old,MF,nz New Zealand,23,1.0,0,0,0.0,MF,Midfielder,PL0400,-0.96,1.6,False
Michael Olise,MF,fr France,24,7.2,20,5,0.7,MF,Midfielder,PL0401,-0.96,1.6,False
Dani Olmo,MF,es Spain,28,5.5,13,2,0.37,MF,Midfielder,PL0402,-0.96,1.6,False
Tani Oluwaseyi,FW,ca Canada,26,2.9,8,4,1.39,FW,Forward,PL0403,-1.8824999999999998,3.1374999999999997,False
Ali Olwan,MF,jo Jordan,26,3.0,6,3,1.01,MF,Midfielder,PL0404,-0.96,1.6,False
Amadou Onana,MF,be Belgium,24,1.2,2,0,0.0,MF,Midfielder,PL0405,-0.96,1.6,False
Jonathan Osorio,MF,ca Canada,34,0.1,1,0,0.0,MF,Midfielder,PL0406,-0.96,1.6,False
Azzedine Ounahi,MF,ma Morocco,26,4.8,5,3,0.62,MF,Midfielder,PL0407,-0.96,1.6,False
Elisha Owusu,MF,gh Ghana,28,1.7,0,0,0.0,MF,Midfielder,PL0408,-0.96,1.6,False
Mikel Oyarzabal,FW,es Spain,29,6.7,23,12,1.8,FW,Forward,PL0409,-1.8824999999999998,3.1374999999999997,False
Salih Özcan,MF,tr Türkiye,28,1.1,0,0,0.0,MF,Midfielder,PL0410,-0.96,1.6,False
Kendry Páez,MF,ec Ecuador,19,0.1,0,0,0.0,MF,Midfielder,PL0411,-0.96,1.6,False
Lucas Paquetá,MF,br Brazil,28,2.6,5,1,0.39,MF,Midfielder,PL0412,-0.96,1.6,False
Leandro Paredes,MF,ar Argentina,31,5.3,4,1,0.19,MF,Midfielder,PL0413,-0.96,1.6,False
Thomas Partey,MF,gh Ghana,33,3.0,2,0,0.0,MF,Midfielder,PL0414,-0.96,1.6,False
Marco Pašali?,MF,hr Croatia,25,1.1,3,2,1.82,MF,Midfielder,PL0415,-0.96,1.6,True
Mario Pašali?,MF,hr Croatia,31,1.4,4,1,0.73,MF,Midfielder,PL0416,-0.96,1.6,False
Aleksandar Pavlovic,MF,de Germany,22,3.0,4,1,0.33,MF,Midfielder,PL0417,-0.96,1.6,False
Nicolás Paz,MF,ar Argentina,21,0.8,1,0,0.0,MF,Midfielder,PL0418,-0.96,1.6,False
Pedri,MF,es Spain,23,5.5,5,2,0.36,MF,Midfielder,PL0419,-0.96,1.6,False
Nicolas Pépé,FW,ci Côte d'Ivoire,31,2.6,6,3,1.15,FW,Forward,PL0420,-1.8824999999999998,3.1374999999999997,False
Ricardo Pepi,FW,us USA,23,2.3,5,0,0.0,FW,Forward,PL0421,-1.8824999999999998,3.1374999999999997,False
Ivan Periši?,"MF,DF",hr Croatia,37,4.0,2,2,0.5,MF,Midfielder,PL0422,-0.96,1.6,False
Frantzdy Pierrot,FW,ht Haiti,31,1.6,3,1,0.63,FW,Forward,PL0423,-1.8824999999999998,3.1374999999999997,False
Kevin Pina,MF,cv Cabo Verde,29,3.9,5,1,0.26,MF,Midfielder,PL0424,-0.96,1.6,False
Orbelín Pineda,"FW,MF",mx Mexico,30,0.3,1,0,0.0,FW,Forward,PL0425,-1.8824999999999998,3.1374999999999997,False
Yéremy Pino,"FW,MF",es Spain,23,0.8,0,0,0.0,FW,Forward,PL0426,-1.8824999999999998,3.1374999999999997,False
Isidro Pitta,FW,py Paraguay,26,0.5,0,0,0.0,FW,Forward,PL0427,-1.8824999999999998,3.1374999999999997,False
Gonzalo Plata,FW,ec Ecuador,25,4.0,8,5,1.25,FW,Forward,PL0428,-1.8824999999999998,3.1374999999999997,False
Ruben Providence,MF,ht Haiti,24,2.4,4,1,0.41,MF,Midfielder,PL0429,-0.96,1.6,False
Lukáš Provod,FW,cz Czechia,29,1.4,1,0,0.0,FW,Forward,PL0430,-1.8824999999999998,3.1374999999999997,False
Gustavo Puerta,MF,co Colombia,22,5.2,14,5,0.96,MF,Midfielder,PL0431,-0.96,1.6,False
Christian Pulisic,MF,us USA,27,2.5,4,2,0.81,MF,Midfielder,PL0432,-0.96,1.6,False
Ahmed Qasem,"MF,FW",iq Iraq,22,1.4,0,0,0.0,MF,Midfielder,PL0433,-0.96,1.6,False
